(58.227.133.60:3310, 227.176.178.135:17712, 0) x 368
(9.135.255.95:2695, 166.178.43.143:16195, 0) x 2
(173.3.160.247:44141, 167.219.236.69:4054, 0) x 2
(169.52.147.193:2509, 168.184.194.242:58303, 0) x 2
(178.88.227.168:26517, 22.100.179.106:50048, 0) x 2
(89.159.156.14:23021, 189.132.111.131:41923, 0) x 2
(140.243.150.210:35432, 253.142.180.116:21101, 0) x 2
(136.2.174.217:55280, 63.248.230.36:6269, 0) x 2
(139.88.92.175:57541, 41.11.72.175:1944, 0) x 2
(147.247.24.29:9441, 81.203.7.193:38567, 0) x 2
(158.128.115.120:55283, 121.229.173.138:64144, 0) x 2
(127.6.154.191:35110, 112.143.18.55:22172, 0) x 2
(237.156.31.4:46362, 108.102.167.198:17015, 0) x 2
(104.243.54.66:19520, 5.236.71.145:52817, 0) x 2
(53.217.163.129:47490, 16.2.20.185:61626, 0) x 2
(153.26.181.138:21987, 80.180.216.253:31190, 0) x 2
(3.34.191.255:19794, 122.175.30.220:36036, 0) x 2
(137.12.79.175:55551, 16.106.141.76:63243, 0) x 2
(233.26.41.208:62518, 35.212.225.166:15524, 0) x 2
(159.124.10.194:36296, 211.31.227.69:60315, 0) x 2
(254.86.190.101:15314, 115.125.146.79:39643, 0) x 2
(245.130.140.246:48869, 97.197.182.220:55230, 0) x 2
(77.66.11.157:40513, 102.64.195.153:47027, 0) x 2
(122.32.135.53:7082, 124.196.176.255:36118, 0) x 2
(90.244.245.199:47084, 180.30.224.230:15286, 0) x 2
(59.168.191.147:49812, 176.183.232.216:5820, 0) x 2
(28.228.111.168:22376, 41.91.229.86:28449, 0) x 2
(9.201.71.8:63904, 82.245.177.200:60516, 0) x 2
(125.141.113.182:16644, 5.33.8.106:37217, 0) x 2
(224.166.244.15:40074, 236.51.225.98:11746, 0) x 2
(36.203.55.16:49541, 211.182.172.71:38187, 0) x 2
(39.96.141.10:26845, 169.4.54.81:8516, 0) x 2
(223.125.145.179:11975, 71.119.241.31:41025, 0) x 2
(162.127.247.91:17741, 24.132.192.151:61526, 0) x 2
(42.109.153.165:7018, 102.240.41.203:49720, 0) x 2
(241.175.52.135:47418, 95.129.70.145:55051, 0) x 2
(176.181.181.95:44246, 236.105.60.137:53679, 0) x 2
(88.250.1.27:7423, 142.240.40.80:49343, 0) x 2
(131.176.105.156:49635, 16.126.174.30:31687, 0) x 2
(88.229.86.138:31632, 218.161.19.102:3437, 0) x 2
(224.162.248.139:15984, 191.105.62.108:47309, 0) x 2
(242.231.37.164:28802, 76.112.95.155:41410, 0) x 2
(17.223.73.6:24596, 239.233.155.36:32846, 0) x 2
(0.1.188.197:8906, 176.120.80.114:64622, 0) x 2
(140.1.199.220:17245, 133.78.139.2:55223, 0) x 2
(59.181.64.119:51001, 163.40.222.206:31370, 0) x 2
(78.52.118.92:42230, 212.194.193.182:61110, 0) x 2
(145.150.180.236:34670, 57.173.103.72:4674, 0) x 2
(178.218.97.138:31846, 177.104.73.31:45818, 0) x 2
(156.9.246.240:46036, 58.156.165.203:5978, 0) x 2
(242.93.49.248:52189, 30.206.77.127:44865, 0) x 2
(168.98.245.86:3291, 7.139.148.38:37900, 0) x 2
(206.50.67.165:41309, 234.200.174.79:63115, 0) x 2
(122.21.34.201:13844, 231.103.244.182:45631, 0) x 2
(130.222.27.209:53609, 176.95.137.68:60528, 0) x 2
(8.218.131.199:55835, 112.165.220.167:43597, 0) x 2
(103.216.95.175:55298, 146.102.227.1:33559, 0) x 2
(157.214.155.2:57552, 179.83.14.108:58967, 0) x 2
(209.124.81.227:26112, 121.210.200.46:3312, 0) x 2
(117.200.218.207:51428, 157.119.50.70:22614, 0) x 2
(28.119.176.61:49462, 60.211.178.81:31981, 0) x 2
(180.94.144.191:61193, 203.244.7.78:21825, 0) x 2
(10.79.209.239:34417, 171.57.78.85:40788, 0) x 2
(175.63.187.90:55526, 178.203.70.63:17281, 0) x 2
(123.89.37.206:42233, 33.19.110.243:27940, 0) x 2
(207.220.4.247:15477, 119.123.140.174:54325, 0) x 2
(250.229.163.84:64971, 49.171.92.67:54966, 0) x 2
(135.139.145.162:11456, 3.81.118.255:25950, 0) x 2
(105.119.178.157:56571, 228.6.216.196:32822, 0) x 2
(49.217.255.40:12250, 128.27.207.182:41687, 0) x 2
(106.25.148.110:18831, 127.40.28.88:23093, 0) x 2
(131.179.127.205:52034, 159.152.106.175:1750, 0) x 2
(129.55.254.53:12301, 241.231.45.235:2000, 0) x 2
(241.52.119.239:50426, 145.202.184.235:63291, 0) x 2
(199.186.54.9:8652, 210.108.219.153:32837, 0) x 2
(85.203.222.148:64021, 152.225.131.250:41616, 0) x 2
(122.124.103.15:62806, 36.80.89.26:38168, 0) x 2
(112.244.186.15:63950, 220.175.213.82:10665, 0) x 2
(215.224.69.102:65412, 160.204.15.240:24653, 0) x 2
(69.239.242.116:51722, 193.159.49.78:3660, 0) x 2
(78.36.131.16:28516, 76.93.40.182:19928, 0) x 2
(99.115.102.45:27471, 43.195.76.16:44886, 0) x 2
(24.30.202.188:39972, 107.8.31.26:15839, 0) x 2
(109.237.37.215:21104, 214.130.237.85:25831, 0) x 2
(195.180.124.67:4391, 210.121.133.21:17925, 0) x 2
(67.168.72.235:32351, 18.158.97.255:15811, 0) x 2
(228.30.39.253:31862, 42.95.20.0:30921, 0) x 2
(124.192.90.166:58884, 231.67.190.118:13419, 0) x 2
(223.115.3.208:48476, 72.35.118.133:8677, 0) x 2
(182.22.189.247:60777, 29.148.42.52:46072, 0) x 2
(15.158.130.114:55056, 128.27.175.146:3274, 0) x 2
(183.127.14.209:39188, 204.225.226.115:61806, 0) x 2
(213.174.27.201:40665, 77.205.65.120:31853, 0) x 2
(186.147.31.230:55281, 246.42.3.214:28456, 0) x 2
(199.6.45.177:60434, 224.194.27.56:37383, 0) x 2
(252.74.191.27:3584, 119.217.187.176:64396, 0) x 2
(25.139.198.160:48859, 172.99.75.213:39758, 0) x 2
(199.2.38.46:49201, 51.170.65.241:37460, 0) x 2
(64.171.77.243:10372, 102.26.31.221:51136, 0) x 2
(202.202.192.185:1026, 57.163.48.133:52902, 0) x 2
(248.223.168.11:16182, 164.41.43.9:26556, 0) x 2
(61.178.158.18:60633, 210.5.59.91:15547, 0) x 2
(106.199.29.254:49959, 102.129.101.175:19095, 0) x 2
(35.196.24.247:50140, 250.240.91.189:32033, 0) x 2
(207.57.253.20:43490, 40.169.9.76:36165, 0) x 2
(226.167.35.119:11225, 254.192.248.157:38780, 0) x 2
(79.33.213.124:60801, 72.134.194.123:18580, 0) x 2
(239.102.169.50:18966, 94.35.26.116:38997, 0) x 2
(222.203.48.35:10558, 125.108.232.52:63209, 0) x 2
(71.107.162.92:20212, 168.216.116.77:56317, 0) x 2
(112.169.80.158:41294, 75.129.75.186:58225, 0) x 2
(181.123.188.32:50718, 234.149.146.54:46233, 0) x 2
(181.197.70.172:41676, 126.111.226.105:27551, 0) x 2
(108.189.146.248:49211, 106.90.210.195:50984, 0) x 2
(107.128.152.245:4142, 59.6.132.224:60250, 0) x 2
(224.223.179.226:23116, 197.24.160.129:64763, 0) x 2
(114.228.25.248:26337, 196.143.192.55:39540, 0) x 2
(222.89.254.47:1275, 183.177.156.12:44557, 0) x 2
(225.12.228.168:43254, 155.239.210.94:618, 0) x 2
(230.91.160.152:54592, 136.87.7.119:27323, 0) x 2
(195.33.77.199:28316, 128.188.130.132:13970, 0) x 2
(223.233.169.198:5506, 142.49.185.1:20705, 0) x 2
(109.154.34.203:40988, 138.62.187.197:51022, 0) x 2
(158.157.43.119:53869, 0.126.170.32:18208, 0) x 2
(203.175.108.113:9, 57.180.21.144:51234, 0) x 2
(218.151.53.244:9370, 35.45.14.102:50924, 0) x 2
(125.111.29.35:25366, 228.34.142.184:10500, 0) x 2
(125.134.115.164:63591, 15.93.6.213:30908, 0) x 2
(133.187.26.107:22685, 76.99.118.113:50257, 0) x 2
(177.96.228.208:33983, 55.41.111.126:65296, 0) x 2
(38.112.46.228:7005, 15.211.219.219:53526, 0) x 2
(178.24.142.252:20234, 45.223.29.129:7140, 0) x 2
(77.14.11.226:25610, 172.52.162.32:56882, 0) x 2
(189.50.31.148:11613, 106.65.212.219:53422, 0) x 2
(34.153.45.170:30795, 211.148.229.111:63198, 0) x 2
(161.116.6.75:16020, 21.53.76.144:10845, 0) x 2
(127.33.1.57:46221, 13.166.204.78:61992, 0) x 2
(33.222.254.37:39242, 119.249.91.155:58762, 0) x 2
(112.51.54.154:21854, 123.232.240.103:28553, 0) x 2
(128.187.201.164:4806, 244.193.234.168:1139, 0) x 2
(21.27.182.11:36761, 71.139.137.37:20247, 0) x 2
(129.164.59.221:59106, 36.202.73.12:40915, 0) x 2
(178.208.60.32:12474, 191.172.150.101:8257, 0) x 2
(91.69.43.109:45853, 101.167.131.226:1150, 0) x 2
(86.109.174.77:52803, 49.124.154.62:31370, 0) x 2
(252.133.154.86:28922, 184.131.247.122:5974, 0) x 2
(154.69.198.83:53775, 228.227.132.236:7047, 0) x 2
(40.48.87.139:9847, 202.172.238.38:53646, 0) x 2
(23.74.136.64:41088, 124.151.52.25:11797, 0) x 2
(171.237.225.13:28406, 190.1.136.201:29728, 0) x 2
(55.136.59.118:25772, 204.232.134.229:22485, 0) x 2
(64.198.74.209:31949, 204.239.166.122:24948, 0) x 2
(54.155.95.4:25698, 230.5.138.122:27407, 0) x 2
(71.134.190.235:51410, 46.185.70.114:3730, 0) x 2
(148.231.164.237:46235, 185.54.203.81:64645, 0) x 2
(251.129.211.116:5237, 111.255.118.24:37219, 0) x 2
(72.248.244.240:33184, 150.210.99.170:21567, 0) x 2
(49.161.9.229:36717, 133.83.38.76:11931, 0) x 2
(212.43.120.62:49638, 141.30.27.93:53232, 0) x 2
(111.38.168.20:3066, 32.153.173.220:27654, 0) x 2
(44.130.189.122:43162, 153.147.179.231:16011, 0) x 2
(142.28.147.180:555, 220.241.234.115:49684, 0) x 2
(126.33.4.171:57754, 197.53.173.141:4903, 0) x 2
(108.30.40.219:36279, 66.215.19.172:42740, 0) x 2
(14.54.90.80:53952, 157.32.255.164:40414, 0) x 2
(81.191.175.151:6980, 199.52.225.220:1318, 0) x 2
(110.6.2.110:34730, 69.198.33.73:35269, 0) x 2
(129.129.11.18:22601, 34.174.101.29:5056, 0) x 2
(210.220.24.246:59621, 134.166.7.59:26398, 0) x 2
(244.199.215.179:23552, 8.43.120.211:343, 0) x 2
(140.194.227.171:3139, 173.87.218.143:26811, 0) x 2
(94.95.191.254:37530, 218.82.250.172:24315, 0) x 2
(67.63.102.229:5616, 178.230.115.53:50917, 0) x 2
(62.100.103.169:56335, 187.21.33.226:12480, 0) x 2
(208.222.148.58:51105, 242.140.230.237:5313, 0) x 2
(143.161.156.60:53066, 153.241.47.206:28602, 0) x 2
(197.156.46.5:2206, 3.252.20.233:33868, 0) x 2
(10.165.11.191:16769, 63.155.210.186:58232, 0) x 2
(149.141.145.9:28212, 225.54.109.101:35340, 0) x 2
(98.38.90.45:54378, 202.241.185.203:30921, 0) x 2
(70.225.194.238:44047, 129.57.134.63:15088, 0) x 2
(49.0.229.119:34391, 61.23.76.58:55715, 0) x 2
(96.8.234.4:48930, 206.163.31.215:48473, 0) x 2
(254.26.226.49:63657, 27.252.109.37:18368, 0) x 2
(16.162.235.14:27005, 116.115.213.20:54556, 0) x 2
(72.34.70.169:36593, 158.248.189.20:30909, 0) x 2
(29.112.16.238:47673, 40.96.117.42:9496, 0) x 2
(56.191.106.169:45003, 187.106.50.114:64235, 0) x 2
(90.131.107.191:19113, 135.254.68.237:22560, 0) x 2
(103.89.66.123:1369, 209.108.98.38:58627, 0) x 2
(241.73.61.55:32838, 255.177.216.209:18764, 0) x 2
(231.43.157.9:14187, 181.174.196.60:49351, 0) x 2
(21.174.92.202:23049, 38.192.210.200:35503, 0) x 2
(70.8.250.181:5149, 93.179.235.18:3329, 0) x 2
(243.21.156.247:1896, 225.230.186.50:1537, 0) x 2
(186.186.227.39:20713, 158.41.113.226:882, 0) x 2
(58.72.195.181:23372, 223.116.131.155:43598, 0) x 2
(130.97.122.59:61650, 246.7.95.177:36885, 0) x 2
(164.208.121.126:46695, 152.79.160.119:59253, 0) x 2
(152.140.150.38:29817, 0.238.247.31:36526, 0) x 2
(88.56.53.18:7957, 148.28.196.74:47396, 0) x 2
(252.254.84.100:16878, 73.165.125.184:30497, 0) x 2
(112.201.30.13:7056, 72.120.81.201:15703, 0) x 2
(12.41.236.206:3522, 50.213.98.232:25862, 0) x 2
(43.49.188.97:41210, 219.131.11.131:63974, 0) x 2
(10.121.194.172:16725, 112.95.213.169:19648, 0) x 2
(211.13.105.95:170, 9.93.65.75:2245, 0) x 2
(49.226.198.201:53105, 130.234.101.51:55332, 0) x 2
(88.57.99.96:34983, 16.196.53.183:5002, 0) x 2
(208.54.91.121:23622, 56.174.1.20:19247, 0) x 2
(108.86.166.68:6633, 37.109.255.75:4310, 0) x 2
(24.97.83.181:21191, 12.66.115.133:58175, 0) x 2
(149.82.201.85:61085, 181.161.208.119:35328, 0) x 2
(248.52.73.162:37557, 49.71.253.45:3980, 0) x 2
(131.106.71.41:23206, 123.201.2.130:13785, 0) x 2
(57.69.203.10:48394, 169.41.170.23:57574, 0) x 2
(234.67.112.156:12393, 104.219.124.159:64534, 0) x 2
(64.113.92.182:48436, 239.48.167.86:34566, 0) x 2
(19.144.24.0:9026, 218.12.69.2:44091, 0) x 2
(5.32.237.53:57074, 205.210.114.145:4492, 0) x 2
(143.34.57.232:41421, 145.46.153.29:57738, 0) x 2
(240.117.159.230:8126, 2.223.131.98:30570, 0) x 2
(252.135.183.221:57935, 41.165.15.200:62493, 0) x 2
(71.94.133.13:15895, 136.16.7.22:42053, 0) x 2
(117.234.68.234:31562, 28.97.235.246:12481, 0) x 1
(72.139.219.205:3555, 211.6.198.148:38513, 0) x 1
(117.67.80.17:19048, 63.130.245.201:49062, 0) x 1
(136.23.79.247:53723, 228.23.94.191:3910, 0) x 1
(145.201.192.155:18791, 90.199.10.40:50162, 0) x 1
(231.133.20.62:3169, 124.245.254.26:61119, 0) x 1
(214.163.125.140:17054, 70.186.35.25:31874, 0) x 1
(175.81.249.59:36924, 17.15.146.255:27894, 0) x 1
(63.4.238.162:42021, 137.144.78.234:22397, 0) x 1
(72.130.244.30:29643, 28.223.45.88:56701, 0) x 1
(248.33.105.23:62828, 168.219.250.227:64750, 0) x 1
(11.35.194.107:12879, 162.92.35.87:53266, 0) x 1
(88.25.223.196:43054, 201.124.51.123:43993, 0) x 1
(181.19.203.226:10294, 74.194.250.157:46668, 0) x 1
(126.155.237.104:21865, 82.22.158.147:25285, 0) x 1
(20.65.166.198:14477, 7.58.127.87:55730, 0) x 1
(128.30.27.52:54541, 154.139.48.114:44144, 0) x 1
(68.244.63.10:37723, 182.0.64.138:16020, 0) x 1
(216.228.57.225:54351, 77.255.173.246:3257, 0) x 1
(232.241.55.95:16539, 85.7.174.153:42790, 0) x 1
(191.253.201.41:37236, 214.152.245.92:56532, 0) x 1
(215.228.105.40:46934, 5.100.217.86:49132, 0) x 1
(0.175.142.123:45166, 194.108.10.98:60807, 0) x 1
(78.245.225.54:48779, 63.215.218.157:6176, 0) x 1
(154.42.180.133:2664, 8.209.227.18:59023, 0) x 1
(216.246.223.196:37605, 166.23.198.132:12418, 0) x 1
(125.209.93.231:8629, 243.162.121.217:33547, 0) x 1
(119.168.151.140:58040, 49.220.105.215:38603, 0) x 1
(253.99.9.128:53071, 173.72.69.89:23779, 0) x 1
(184.243.209.248:80, 12.100.41.76:268, 0) x 1
(142.43.166.126:24788, 174.116.82.79:33023, 0) x 1
(13.36.181.59:13293, 90.26.110.168:55645, 0) x 1
(44.252.127.28:690, 173.18.11.26:47553, 0) x 1
(229.206.79.210:2923, 142.47.226.74:34818, 0) x 1
(64.169.220.114:15083, 209.160.69.172:3112, 0) x 1
(64.111.2.222:61865, 114.40.243.129:8417, 0) x 1
(112.138.249.18:53829, 33.78.160.18:63002, 0) x 1
(99.255.151.100:53028, 235.133.197.37:35348, 0) x 1
(173.23.61.110:15946, 193.230.226.60:30673, 0) x 1
(31.48.89.147:11502, 31.23.15.153:2997, 0) x 1
(203.219.138.43:48002, 61.155.161.243:62414, 0) x 1
(69.49.133.24:38660, 43.88.48.33:23696, 0) x 1
(238.1.223.136:14647, 44.145.57.219:30794, 0) x 1
(143.13.12.2:19576, 206.109.125.58:56345, 0) x 1
(1.217.208.89:42071, 82.7.79.201:26370, 0) x 1
(215.251.137.98:62438, 54.173.215.129:54697, 0) x 1
(244.122.7.148:14507, 65.223.57.140:13447, 0) x 1
(121.193.88.224:53811, 207.46.255.69:5854, 0) x 1
(245.174.145.233:32876, 131.5.253.212:1496, 0) x 1
(45.137.95.199:39242, 210.245.250.179:28761, 0) x 1
(0.210.193.60:36190, 65.72.170.63:48302, 0) x 1
(154.114.31.95:2048, 16.215.36.161:11585, 0) x 1
(32.193.69.246:1520, 128.222.175.247:948, 0) x 1
(27.241.7.74:55350, 221.26.46.21:6764, 0) x 1
(120.117.99.244:12343, 25.103.182.144:60399, 0) x 1
(93.250.173.164:17761, 118.20.184.151:54011, 0) x 1
(223.113.228.248:48272, 209.116.57.34:5638, 0) x 1
(6.146.46.160:28374, 254.250.55.47:3632, 0) x 1
(107.28.198.55:54717, 207.107.26.130:15303, 0) x 1
(228.158.80.38:60319, 14.93.192.177:15998, 0) x 1
(27.128.180.209:61602, 197.219.203.185:22217, 0) x 1
(185.172.123.199:21355, 156.54.44.50:41351, 0) x 1
(180.250.165.118:578, 171.159.123.78:63658, 0) x 1
(130.85.98.137:16050, 230.8.172.52:9539, 0) x 1
(190.127.76.233:63280, 217.106.202.204:36661, 0) x 1
(67.50.249.193:63808, 193.168.236.200:3516, 0) x 1
(168.107.156.177:27997, 10.253.234.177:40299, 0) x 1
(122.222.164.22:7424, 179.234.193.159:28874, 0) x 1
(27.84.236.7:10564, 251.135.158.47:23802, 0) x 1
(99.202.43.88:7195, 179.192.79.33:63291, 0) x 1
(153.125.202.97:11775, 88.190.71.249:35087, 0) x 1
(118.93.32.19:33056, 13.87.34.237:55365, 0) x 1
(205.139.181.92:30105, 185.24.59.239:13928, 0) x 1
(177.141.16.200:47661, 46.227.211.49:47519, 0) x 1
(85.79.247.16:8144, 15.143.20.127:7525, 0) x 1
(207.73.53.36:23705, 69.94.76.204:39384, 0) x 1
(74.121.50.208:14080, 182.177.128.49:51590, 0) x 1
(33.82.126.92:18999, 68.130.53.244:3230, 0) x 1
(56.148.148.108:1255, 104.254.97.75:55007, 0) x 1
(119.156.26.102:31084, 219.81.3.255:2737, 0) x 1
(172.162.170.250:55040, 195.93.56.169:64364, 0) x 1
(30.176.59.50:40468, 32.125.199.167:52039, 0) x 1
(140.71.25.116:56940, 124.140.28.116:1558, 0) x 1
(138.184.82.86:13052, 25.110.47.168:36138, 0) x 1
(58.127.227.139:47086, 74.188.146.53:26949, 0) x 1
(209.73.162.110:15821, 89.60.161.8:3750, 0) x 1
(87.177.172.138:55740, 18.4.205.131:43469, 0) x 1
(85.251.212.98:48079, 197.94.5.74:12988, 0) x 1
(252.4.50.107:18727, 5.133.108.244:41331, 0) x 1
(190.217.227.37:18402, 178.254.212.34:32897, 0) x 1
(246.35.229.140:63318, 14.140.0.92:17442, 0) x 1
(167.125.125.202:59351, 66.51.161.123:8502, 0) x 1
(106.2.146.251:8114, 245.128.105.133:56621, 0) x 1
(160.5.111.138:38354, 198.80.203.252:19272, 0) x 1
(103.29.220.7:65158, 39.178.40.167:1748, 0) x 1
(140.56.215.200:33924, 64.186.179.72:46982, 0) x 1
(153.156.57.83:10567, 204.197.236.100:50399, 0) x 1
(132.153.213.96:65473, 155.211.221.76:48974, 0) x 1
(253.247.32.89:25005, 123.140.3.105:14301, 0) x 1
(169.43.20.231:16535, 174.208.252.135:14531, 0) x 1
(24.239.33.73:40106, 120.235.51.156:60808, 0) x 1
(48.26.57.54:62566, 175.145.146.189:3993, 0) x 1
(27.183.251.243:11253, 244.81.31.172:63911, 0) x 1
(39.136.23.94:50707, 106.12.143.210:11758, 0) x 1
(121.153.156.253:36971, 231.143.84.37:32618, 0) x 1
(31.251.235.150:9999, 25.225.130.190:37893, 0) x 1
(136.191.13.98:13060, 135.86.30.5:29305, 0) x 1
(134.141.227.184:10031, 172.100.111.250:45488, 0) x 1
(245.159.203.158:9550, 213.1.8.90:36345, 0) x 1
(204.229.147.110:12399, 72.138.238.155:39484, 0) x 1
(157.164.244.167:4073, 97.7.87.110:1673, 0) x 1
(144.124.131.244:14278, 226.107.68.74:43990, 0) x 1
(75.62.252.188:57137, 253.109.214.184:9032, 0) x 1
(205.26.62.60:25871, 16.59.11.136:24497, 0) x 1
(145.14.132.229:61713, 194.158.181.172:2885, 0) x 1
(203.88.141.139:27435, 110.10.185.140:42011, 0) x 1
(216.65.63.243:65481, 112.151.155.41:32689, 0) x 1
(152.156.99.194:8810, 244.195.39.31:37061, 0) x 1
(48.224.117.139:55916, 22.101.28.156:24953, 0) x 1
(118.35.85.210:38297, 126.203.83.90:15397, 0) x 1
(161.240.104.211:46385, 196.21.215.210:2260, 0) x 1
(128.157.176.11:56870, 240.164.26.195:49878, 0) x 1
(31.150.75.214:55787, 104.9.123.72:54132, 0) x 1
(86.218.107.71:31256, 27.93.17.203:34733, 0) x 1
(154.171.191.89:31715, 199.103.189.103:37554, 0) x 1
(200.147.174.207:65360, 148.219.137.79:53365, 0) x 1
(88.204.197.100:40714, 57.25.25.68:46152, 0) x 1
(144.10.57.100:58231, 115.94.62.215:23071, 0) x 1
(181.5.173.70:15896, 197.36.67.224:46731, 0) x 1
(143.93.3.157:5672, 97.140.44.62:11756, 0) x 1
(36.22.90.28:42661, 37.140.216.209:12015, 0) x 1
(19.67.95.1:40242, 2.178.177.137:50694, 0) x 1
(4.158.240.31:31372, 122.110.190.103:6501, 0) x 1
(233.196.190.10:56388, 200.219.197.82:54184, 0) x 1
(60.154.101.163:58508, 89.145.28.37:34537, 0) x 1
(69.189.130.126:11457, 201.61.0.206:7100, 0) x 1
(198.112.229.24:63511, 169.81.143.71:31739, 0) x 1
(140.100.93.126:53919, 24.147.210.251:40661, 0) x 1
(120.69.181.87:37432, 182.15.91.191:44530, 0) x 1
(160.190.252.32:51260, 160.177.159.26:40784, 0) x 1
(101.125.67.213:31632, 58.94.101.126:18092, 0) x 1
(243.207.153.91:103, 138.246.231.14:7963, 0) x 1
(117.44.88.17:27190, 155.116.218.7:6855, 0) x 1
(139.71.144.92:8871, 248.105.19.154:3090, 0) x 1
(221.45.22.117:17298, 106.105.37.192:35564, 0) x 1
(24.41.160.142:31076, 117.48.151.25:27412, 0) x 1
(120.2.167.99:57957, 52.208.34.223:41316, 0) x 1
(17.14.118.210:1230, 172.154.242.196:22412, 0) x 1
(7.115.154.78:51972, 125.189.194.88:11095, 0) x 1
(223.126.242.18:28585, 117.72.250.119:29255, 0) x 1
(83.160.57.225:39765, 66.103.188.249:12970, 0) x 1
(196.7.192.249:51643, 169.196.181.220:62419, 0) x 1
(143.226.248.173:62534, 46.250.157.220:56662, 0) x 1
(51.117.45.16:17407, 22.58.144.1:42702, 0) x 1
(3.33.131.21:36996, 217.107.165.252:45756, 0) x 1
(140.111.226.106:50884, 156.31.56.55:21492, 0) x 1
(110.131.165.60:4799, 39.4.196.190:41168, 0) x 1
(76.60.168.144:64053, 179.27.50.243:12903, 0) x 1
(183.199.42.154:13839, 47.27.1.75:26177, 0) x 1
(175.191.214.55:5687, 142.121.89.197:29436, 0) x 1
(88.230.113.38:43664, 60.236.82.1:62041, 0) x 1
(4.202.227.178:17845, 96.30.38.152:30456, 0) x 1
(124.112.77.182:506, 250.9.0.40:18699, 0) x 1
(14.185.111.187:55502, 230.223.125.94:27634, 0) x 1
(65.121.3.19:59297, 81.22.218.121:22193, 0) x 1
(117.92.192.13:45519, 208.118.217.0:58575, 0) x 1
(195.67.34.111:61925, 107.64.133.6:11166, 0) x 1
(82.182.162.89:5296, 57.54.35.116:5404, 0) x 1
(165.242.83.35:5468, 196.206.227.142:30432, 0) x 1
(30.237.188.7:2453, 250.25.203.66:11890, 0) x 1
(139.104.124.224:11941, 101.73.8.165:53810, 0) x 1
(7.199.230.201:33449, 18.96.120.197:43393, 0) x 1
(148.23.138.13:58911, 193.13.205.50:47677, 0) x 1
(137.77.219.64:7477, 5.102.79.221:48047, 0) x 1
(213.4.8.67:43430, 84.6.94.234:51327, 0) x 1
(81.159.3.3:5427, 253.221.160.205:38366, 0) x 1
(185.97.214.73:33468, 145.96.17.176:62595, 0) x 1
(142.253.199.242:36564, 21.9.60.17:62242, 0) x 1
(84.141.40.91:22024, 146.37.157.35:20960, 0) x 1
(124.162.93.180:15473, 106.164.1.181:44634, 0) x 1
(129.241.47.149:43276, 169.109.128.164:59375, 0) x 1
(170.114.29.143:53569, 234.210.138.190:44965, 0) x 1
(32.186.26.180:32732, 186.203.203.10:7314, 0) x 1
(48.6.246.160:59367, 241.99.64.55:1504, 0) x 1
(66.160.99.41:42668, 70.105.55.179:7148, 0) x 1
(215.38.16.226:47038, 253.241.145.247:53624, 0) x 1
(158.33.58.147:50734, 46.190.198.125:17566, 0) x 1
(198.104.163.119:40656, 13.131.232.158:62761, 0) x 1
(188.15.155.129:36496, 215.149.100.203:54801, 0) x 1
(94.134.197.196:32754, 194.141.155.189:12630, 0) x 1
(62.255.145.67:11126, 13.142.57.58:48152, 0) x 1
(180.177.74.98:23777, 113.107.121.44:55303, 0) x 1
(19.67.131.8:49601, 225.56.185.207:48835, 0) x 1
(1.241.16.10:13022, 221.138.66.179:54466, 0) x 1
(168.180.229.254:786, 155.182.254.183:59825, 0) x 1
(179.102.123.157:44876, 194.96.172.15:64762, 0) x 1
(93.227.239.235:31504, 213.125.61.105:54647, 0) x 1
(203.230.35.39:35920, 193.232.111.116:65015, 0) x 1
(49.73.198.251:28863, 202.9.98.181:33256, 0) x 1
(173.127.18.47:56196, 86.35.13.172:38602, 0) x 1
(218.63.191.77:16495, 77.216.167.223:13885, 0) x 1
(113.230.154.193:39666, 246.236.227.217:185, 0) x 1
(186.237.129.23:61447, 58.112.216.239:11120, 0) x 1
(222.9.158.5:40156, 152.55.148.126:55911, 0) x 1
(176.30.47.37:56286, 76.247.179.239:18540, 0) x 1
(170.143.195.176:31563, 37.43.91.84:47199, 0) x 1
(96.124.185.226:35190, 254.247.53.200:13798, 0) x 1
(10.78.149.157:15782, 78.142.245.104:1787, 0) x 1
(111.71.78.52:56299, 72.43.63.161:55045, 0) x 1
(93.125.146.130:19778, 94.55.213.123:2588, 0) x 1
(85.31.185.32:29346, 142.3.183.5:60629, 0) x 1
(151.198.235.90:39684, 55.218.173.58:62035, 0) x 1
(189.126.90.222:49298, 174.150.26.169:51409, 0) x 1
(67.167.188.170:53205, 248.70.175.102:2661, 0) x 1
(173.90.118.86:45678, 188.118.29.180:36567, 0) x 1
(121.36.20.100:1633, 151.82.171.136:536, 0) x 1
(211.241.171.136:24469, 152.4.174.180:12288, 0) x 1
(214.236.33.168:53990, 46.228.137.209:41649, 0) x 1
(208.31.23.173:49072, 150.161.123.251:20682, 0) x 1
(15.156.127.11:46110, 245.76.104.48:46779, 0) x 1
(122.207.190.59:1775, 25.61.244.133:50222, 0) x 1
(94.226.227.231:21219, 9.63.249.161:64512, 0) x 1
